geolocation_zip_code_prefix,geolocation_lat,geolocation_lng
4282,-23.607787431862768,-46.61094936303305
4283,-23.60781505023373,-46.60457359686078
4284,-23.608662574658094,-46.60196812024641
4285,-23.61298240161001,-46.60375831626178
4286,-23.61535906647812,-46.603291532506645
4287,-23.6076043305586,-46.60584957722605
4288,-23.610557315569284,-46.612168299685464
4289,-23.6078974069876,-46.615579978763954
4290,-23.61494508243405,-46.61422144463037
4291,-23.618294465722204,-46.61403980474923
4292,-23.617519250202665,-46.61142526356577
4293,-23.62151075887711,-46.615277699099614
4294,-23.619534056062115,-46.6066347901783
4295,-23.622495779069787,-46.60405929793991
4296,-23.621048958364614,-46.60452504454957
4297,-23.628119663194667,-46.601813250000006
4298,-23.62719963558197,-46.600227
4301,-23.621224452680465,-46.63310291035259
4302,-23.62187458006812,-46.63722236955391
4303,-23.6246113760748,-46.636589823619374
4304,-23.62705813474524,-46.63629567089849
4305,-23.628807393415705,-46.634178999653756
4306,-23.63062469608748,-46.63556153941368
4307,-23.63075055467712,-46.64331767136517
4308,-23.645853174546076,-46.64046157067274
4309,-23.645530408352762,-46.64088830114538
4310,-23.63233944240868,-46.64041763696694
4311,-23.63239436496629,-46.63796673723239
4312,-23.63259776019966,-46.63131818541166
4313,-23.637082163200326,-46.638930051690814
4314,-23.63582628781236,-46.63534633596862
4315,-23.63569182600555,-46.62856488464982
4316,-23.638745096024056,-46.63507334984706
4317,-23.64343065779897,-46.63309128518663
4318,-23.645115283368952,-46.63657593075192
4319,-23.64742980183505,-46.636862437417015
4320,-23.649001626983637,-46.636603250620375
4321,-23.647608650839402,-46.64370205252754
4323,-23.65457467055225,-46.639899465301006
4324,-23.653652752149583,-46.63734372355594
4325,-23.66457103166774,-46.63721643712963
4326,-23.65903891659933,-46.63536141859676
4327,-23.66310691086551,-46.632727687814125
4328,-23.66464988934893,-46.63580502314515
4330,-23.657210041217024,-46.646919069264584
4331,-23.658423820705167,-46.64956651333021
4332,-23.6593180999192,-46.64934089064573
4333,-23.66123922814357,-46.64464032930353
4334,-23.661060621977633,-46.63908324244039
4335,-23.663595803220037,-46.63944142437528
4336,-23.66542820927345,-46.64478972519701
4337,-23.665173071743915,-46.64681049965375
4338,-23.669776341652767,-46.64614252481897
4339,-23.667724361922197,-46.640865846384884
4340,-23.66814320388937,-46.63992224868714
4342,-23.635600186796648,-46.64931589716662
4343,-23.63557511518264,-46.64637939543539
4344,-23.6375087529863,-46.645845459201325
4345,-23.637861911737566,-46.642756530792184
4346,-23.64036523446758,-46.651171408203
4347,-23.642389593109858,-46.64799656869981
4348,-23.645510349991305,-46.65044324639332
4349,-23.6485793237636,-46.648231427981955
4350,-23.645044325422703,-46.653334216140564
4351,-23.645743496393322,-46.65446468033357
4355,-23.63365447419065,-46.65761251131052
4356,-23.63668094171619,-46.65945394740565
4357,-23.636242246465432,-46.65415147446478
4358,-23.639757563838053,-46.65764165126377
4359,-23.640317905635058,-46.65511449531155
4360,-23.640866019392615,-46.66340019882084
4361,-23.643620067718864,-46.66251227546312
4362,-23.64559614767141,-46.668575716414686
4363,-23.647468222589325,-46.66668753595122
4364,-23.65038819317328,-46.670710499451744
4365,-23.674393992186875,-46.64276902169393
4366,-23.667759659732216,-46.65288366333888
4367,-23.651177950602985,-46.66702857657015
4368,-23.65539680441484,-46.66648759469597
4369,-23.655796585348234,-46.66219284791385
4370,-23.649702664273143,-46.66135284322182
4371,-23.64847556203471,-46.65843988037396
4372,-23.648070614490145,-46.65729694001861
4373,-23.65372998515491,-46.66006911642339
4374,-23.65129721306904,-46.655264309885126
4375,-23.655579117644074,-46.65779437352013
4376,-23.653783319464424,-46.65540391020836
4377,-23.653046451569615,-46.65199300943506
4378,-23.650310817935207,-46.66057387483404
4379,-23.656467091861757,-46.65669813634658
4381,-23.655403781839745,-46.66654154703108
4382,-23.655566608661765,-46.66403821565007
4383,-23.658772452680463,-46.66050562101103
4384,-23.660272162920535,-46.65937363496159
4385,-23.66468707052813,-46.656522209547575
4386,-23.66361325867046,-46.65549658214558
4387,-23.662874933666103,-46.65146619525076
4401,-23.66797013336027,-46.66485322113221
4402,-23.666952436126977,-46.66251734853421
4403,-23.67261874111415,-46.66075368726787
4404,-23.668775025535226,-46.65798477768482
4405,-23.67363493259273,-46.65694572839605
4406,-23.67059080460501,-46.654251709575554
4407,-23.67106967319141,-46.65151161407647
4408,-23.674029322926874,-46.650082234886455
4409,-23.676591892449082,-46.65111680371558
4410,-23.67986650706943,-46.6485247712324
4411,-23.677966132390882,-46.64379599502333
4412,-23.67434034693288,-46.64539100258188
4413,-23.670466252420766,-46.6379946880374
4414,-23.67244628937346,-46.63896783433648
4415,-23.674179585210922,-46.635109740569135
4416,-23.67707691257429,-46.63874602039934
4417,-23.679765754919547,-46.63353285651217
4419,-23.68237005467713,-46.64065564047007
4421,-23.689593337797163,-46.63959718283276
4423,-23.68549045628714,-46.635382377604
4424,-23.687020225921877,-46.639778765627014
4425,-23.68568220693617,-46.64313696269648
4426,-23.684948999999992,-46.64578667640258
4427,-23.68078960644007,-46.65225170413756
4428,-23.681464159303808,-46.65465295861912
4429,-23.678835800061044,-46.6613026917883
4430,-23.69050590779598,-46.648408148493814
4431,-23.68815946947312,-46.654709625872776
4432,-23.68524848320735,-46.66316801345588
4433,-23.685032698360807,-46.65796230619306
4434,-23.6837778373536,-46.6665130576161
4436,-23.671087077846423,-46.67277056973856
4437,-23.67193455467713,-46.67575692663513
4438,-23.676313138496155,-46.67010280274346
4439,-23.68039899708581,-46.668303711523386
4444,-23.689023543842755,-46.68772420481572
4445,-23.682421739656107,-46.68529356425641
4446,-23.687132982514854,-46.683480751082215
4447,-23.68568903634656,-46.6808449580892
4448,-23.750898087249457,-46.70457604995271
4455,-23.679596456705504,-46.679634324730216
4456,-23.68628969663574,-46.67818540310198
4457,-23.689878956979623,-46.67581296370386
4458,-23.68759312461769,-46.67293135206879
4459,-23.693661817098494,-46.67260562039064
4460,-23.69199803274857,-46.67411873397195
4461,-23.690506322090158,-46.67948403830283
4462,-23.6944752328611,-46.665917006535565
4463,-23.69470799694157,-46.66174078948579
4464,-23.69761049845985,-46.65766431076813
4466,-23.690363499999933,-46.65961730099997
4467,-23.694318528867775,-46.64749020119007
4468,-23.69120844240868,-46.664946057043046
4469,-23.69253574854291,-46.66845201832185
4470,-23.71192381265509,-46.65445289064573
4472,-23.696475206411023,-46.639129208369646
4473,-23.701968529834417,-46.64904711685606
4474,-23.700316160568242,-46.64273609631975
4475,-23.701083621703503,-46.63538133619679
4476,-23.70784987755729,-46.62732297983615
4477,-23.71607229946912,-46.638346752428845
4479,-23.660234310548965,-46.720390214236446
4501,-23.585264141515296,-46.6635711394305
4502,-23.58348453497028,-46.6636759169599
4503,-23.583528,-46.66691628902608
4504,-23.58477580460501,-46.66548523480866
4505,-23.591287022297223,-46.672595400008035
4506,-23.59206645406545,-46.67277377797328
4507,-23.58725271876032,-46.66741468039433
4508,-23.589042915344248,-46.67013533250615
4509,-23.59144049819666,-46.67100192576026
4510,-23.59407842460064,-46.67014161920767
4511,-23.595744284898167,-46.66982772224307
4512,-23.596560108786313,-46.667406337627725
4513,-23.597110909389254,-46.67142921080266
4514,-23.60099298723238,-46.671576637933555
4515,-23.602085916180968,-46.66627721169717
4516,-23.604017585645718,-46.669951512132904
4517,-23.6059716747072,-46.673582894108186
4518,-23.60908358197097,-46.67391661611184
4520,-23.601835375902223,-46.66861371440935
4521,-23.60021874741772,-46.66401204050647
4522,-23.598193374650556,-46.6623585
4523,-23.603608990016674,-46.666812006665104
4524,-23.60521716180968,-46.66632059492754
4530,-23.57953269109581,-46.67342315667378
4531,-23.58160220386343,-46.677545491949914
4532,-23.582918378296498,-46.67496276706677
4533,-23.58368439980668,-46.67784699708581
4534,-23.58451860727678,-46.67425548903572
4535,-23.590525679280493,-46.675113021582305
4536,-23.581646800450077,-46.681081131915015
4537,-23.593334512359547,-46.67709282569684
4538,-23.58838403941368,-46.68094944546711
4542,-23.587390665560594,-46.67776607576894
4543,-23.590174732893963,-46.682324182901496
4544,-23.591642228417697,-46.676859849774964
4545,-23.595937548574618,-46.67562626276761
4546,-23.598098837223695,-46.6804882216948
4547,-23.597783014715176,-46.68451537385309
4548,-23.599128562582976,-46.68366069885745
4549,-23.602158487232387,-46.67741201664842
4550,-23.60354562447347,-46.67911888911653
4551,-23.594790614490144,-46.68734844546709
4552,-23.593555902851712,-46.68545650194757
4553,-23.605544631608005,-46.67877537720266
4555,-23.611942262669675,-46.67762913638176
4556,-23.61333417707312,-46.67844946225976
4557,-23.603134442682812,-46.682875024626384
4558,-23.60263197169481,-46.685679333746926
4559,-23.613093723007673,-46.68033203170984
4560,-23.610773776848088,-46.681466354146245
4561,-23.609776751457098,-46.68410003531652
4562,-23.609962330284464,-46.68740702469851
4563,-23.61178507660567,-46.68473664619999
4564,-23.612970792399995,-46.68524138204741
4565,-23.61060491341101,-46.68962955773556
4566,-23.61304238357661,-46.68571113142702
4567,-23.612431913411,-46.69071017069648
4568,-23.612528284205684,-46.687730940331214
4569,-23.60830193060769,-46.68893341479599
4570,-23.602198065497173,-46.690049191494005
4571,-23.604240981678146,-46.69375919947782
4575,-23.608243330832728,-46.69434984901035
4576,-23.612040607276786,-46.69375334984707
4578,-23.607606880204433,-46.69723022273188
4580,-23.61985360338164,-46.684769197328215
4581,-23.62051043574358,-46.68695642659697
4582,-23.61915890822401,-46.689833478071456
4583,-23.61763850581942,-46.6964141304333
4601,-23.618004359974627,-46.68016645060298
4602,-23.623565741329536,-46.68259597730685
4603,-23.618984493768394,-46.676853961843456
4604,-23.619354097697492,-46.67682511476428
4605,-23.618866932270187,-46.67503327629983
4606,-23.620053567444735,-46.67463560019333
4607,-23.620203000000004,-46.67352337058372
4608,-23.62449054286501,-46.6742413552571
4609,-23.621751785734883,-46.67252183097696
4610,-23.6246090291419,-46.672592120664774
4611,-23.62306305107045,-46.669937432555265
4612,-23.622772136065304,-46.66324259804372
4613,-23.619525380518198,-46.66580285507016
4614,-23.617240155981307,-46.67192483201569
4615,-23.62209977852152,-46.66844134194124
4616,-23.62057117374448,-46.67296008090483
4617,-23.62274606105376,-46.67133741732884
4618,-23.619779926178616,-46.67680992762547
4619,-23.62336404599989,-46.675886964539245
4620,-23.62523291035258,-46.674713756756766
4621,-23.628985459893823,-46.677640551741405
4622,-23.63162914044798,-46.676523153211335
4623,-23.634826366611595,-46.67438466435051
4624,-23.62762049278664,-46.66940878975994
4625,-23.627905024494726,-46.66627006768282
4626,-23.63618194345453,-46.67001584628181
4627,-23.638567250977317,-46.67336754914051
4630,-23.63285826755726,-46.66265704065442
4631,-23.631687125728547,-46.66440859838998
4632,-23.632546610046745,-46.66545443599321
4633,-23.63480488703906,-46.66506543872988
4634,-23.63852562753189,-46.66692240036927
4635,-23.64090150541207,-46.67070319123862
4636,-23.637622990401788,-46.67715132912534
4637,-23.63072699639332,-46.68180116111719
4638,-23.63224377407813,-46.685288273385645
4639,-23.635855634196997,-46.68546714669047
4640,-23.636223675962277,-46.68145676998096
4641,-23.63936975214958,-46.68668023535694
4642,-23.641422286427378,-46.68809631672056
4643,-23.645557008226795,-46.684182827869584
4644,-23.645618663040302,-46.6847924044757
4645,-23.64632811407178,-46.67910854003406
4646,-23.642688415762603,-46.67610268401235
4647,-23.64792204662705,-46.67782151096426
4648,-23.65078690161002,-46.674253686926555
4649,-23.65514612864274,-46.67241473179031
4650,-23.657622401610013,-46.67712626894223
4651,-23.657930186089498,-46.67098679954124
4652,-23.662415184171948,-46.667719883494605
4653,-23.663750538908864,-46.67418224947539
4654,-23.6605169411794,-46.67676509178181
4655,-23.66210031015926,-46.67116825632992
4657,-23.66743249016353,-46.67387563890922
4658,-23.669648743644444,-46.668572050645054
4660,-23.670868604534427,-46.6795114173348
4661,-23.667921785734887,-46.678596063099626
4662,-23.656039836257076,-46.693492622670135
4663,-23.652750970858094,-46.68352815987644
4664,-23.65618050458763,-46.68360380510484
4671,-23.65890236081135,-46.69178753635527
4672,-23.66108005689883,-46.6990839873045
4673,-23.66365603205609,-46.6949323940504
4674,-23.663908927837724,-46.68821032664167
4675,-23.66310812738766,-46.69017589786705
4676,-23.670241218708505,-46.68608015306711
4677,-23.668435468622988,-46.68266929704541
4678,-23.66784821426511,-46.68055783596861
4679,-23.67404219464919,-46.68126075770384
4685,-23.664632584511523,-46.690879222863444
4686,-23.666856930477785,-46.690077517008994
4688,-23.6663745925616,-46.69163928781234
4689,-23.67037050929084,-46.691595047045396
4690,-23.67275825947066,-46.69313175256045
4691,-23.674579056754595,-46.69044388523572
4692,-23.674558178481764,-46.686782487455915
4693,-23.6782431776101,-46.69063152744468
4696,-23.66957226360656,-46.70165833324837
4701,-23.637970235363724,-46.69668707326946
4702,-23.63297522592187,-46.69281330544174
4703,-23.620910808644382,-46.69170647537361
4704,-23.62374339384839,-46.68876046127881
4705,-23.62112665860704,-46.69487257715392
4707,-23.62635880045008,-46.69085844060534
4708,-23.62961423397921,-46.69207952654928
4709,-23.6301135246985,-46.69436824777405
4710,-23.62690341104508,-46.69559922967277
4711,-23.629258037191985,-46.70050919903032
4713,-23.629986041635384,-46.70113749347913
4714,-23.632693819034685,-46.69920494532286
4715,-23.63260554454957,-46.700247525809345
4716,-23.63270565583707,-46.7019838188836
4717,-23.63140357211411,-46.70445659755325
4718,-23.632173161945047,-46.70392937454557
4719,-23.63265457868313,-46.707887797939904
4720,-23.63618675881468,-46.70375881373568
4721,-23.64001629649198,-46.70034578198398
4722,-23.64073799101812,-46.704136821565626
4723,-23.645294006810566,-46.712912793322154
4724,-23.645010746284946,-46.71067613951645
4725,-23.643365244099506,-46.70497260935426
4726,-23.63608005976541,-46.71209825910773
4727,-23.642323098926596,-46.71381150797795
4728,-23.63825018984074,-46.71391481127011
4729,-23.638131236853525,-46.71732431482464
4730,-23.6417897855114,-46.72035968306572
4733,-23.63665699295384,-46.69477973651988
4734,-23.639281246366018,-46.696569706011346
4735,-23.642954790178287,-46.69760290788312
4736,-23.644718990142863,-46.69705804390236
4737,-23.642298201906875,-46.69539527799304
4738,-23.642366966558924,-46.69462788995325
4739,-23.64606352553522,-46.69776149548297
4740,-23.63982264363205,-46.68959800069248
4741,-23.651009112977306,-46.69859609775639
4742,-23.650829958364618,-46.699418693029045
4743,-23.65320642936757,-46.703485273241405
4744,-23.656727497965257,-46.70701941000634
4745,-23.657751444454682,-46.70644334481737
4746,-23.658273817372624,-46.70840767187887
4747,-23.65544886740434,-46.69529024779209
4748,-23.651804687344907,-46.69009337787813
4750,-23.647583860118864,-46.70487937545656
4751,-23.6520791246177,-46.70775749354821
4752,-23.653294925811004,-46.71227941222804
4753,-23.65570087538231,-46.7137883288995
4754,-23.65157360560334,-46.711594058283794
4755,-23.647535161809685,-46.71469395045875
4756,-23.64651616616781,-46.71908044463038
4757,-23.650944044215112,-46.719225593160964
4760,-23.663572601578302,-46.715708208090476
4761,-23.662661269778955,-46.71764002553522
4762,-23.66502520956191,-46.72036106007282
4763,-23.66965348404407,-46.71946743381032
4764,-23.671294595620022,-46.71412404302038
4765,-23.67330384846209,-46.71103926963472
4766,-23.671522948929557,-46.70910286607713
4767,-23.67723649264241,-46.7063391978187
4768,-23.6721764074384,-46.71235296003805
4770,-23.680597463500508,-46.71528574493621
4771,-23.681429172081454,-46.7121007456287
4772,-23.68540724562871,-46.71502297446477
4773,-23.6822608395753,-46.70923278420569
4774,-23.684907536026927,-46.70674624056494
4775,-23.685554996667445,-46.7002358225085
4776,-23.684727059120526,-46.70286168971084
4777,-23.6948053148768,-46.698453903759585
4778,-23.632233590339897,-46.70564659325408
4779,-23.660234310548965,-46.720390214236446
4781,-23.68766510297761,-46.70599452331351
4782,-23.69066643075192,-46.70396091563272
4783,-23.69453660893589,-46.70561679843038
4784,-23.690547587281475,-46.710893011108496
4785,-23.693713323619363,-46.71053597641233
4786,-23.70255312086678,-46.70516338441334
4787,-23.697555978071456,-46.70740169532287
4788,-23.703558653067105,-46.71030268942239
4789,-23.70633793477696,-46.70863558816163
4792,-23.701569029834396,-46.70290016062672
4794,-23.619335723078105,-46.70011047560047
4795,-23.670202510820037,-46.703827556336236
4801,-23.711458011388057,-46.69898054021886
4802,-23.71002622730685,-46.70583928140588
4803,-23.716282659759713,-46.70835092790985
4805,-23.71505327699232,-46.70370406549717
4806,-23.711404138496157,-46.702678067790984
4807,-23.714227624473462,-46.69775241465175
4808,-23.71410366694557,-46.70460419608747
4809,-23.71710977251564,-46.69408979728746
4810,-23.711333898695827,-46.69740791548847
4811,-23.710480019706846,-46.6935698288995
4812,-23.713992186024687,-46.68758115736629
4813,-23.72038267000399,-46.6869750424
4814,-23.724974419931872,-46.68150371634259
4815,-23.70450980107326,-46.691358379969934
4816,-23.705487716975696,-46.68608955675459
4820,-23.73643336886144,-46.68718903926945
4821,-23.72506469025751,-46.6879344117625
4822,-23.733611381903177,-46.690567564804674
4823,-23.72477977651406,-46.69482920566675
4824,-23.729510824228065,-46.694221287119866
4826,-23.722534875930563,-46.71124866847477
4827,-23.7214351157309,-46.70162370330085
4828,-23.725786762002997,-46.70430370958066
4829,-23.730813408823373,-46.70917791978764
4830,-23.73148707799065,-46.70122864191056
4831,-23.735241482096495,-46.71373259831787
4832,-23.73455503572769,-46.71571036886143
4833,-23.74346109345541,-46.70656406387475
4835,-23.7371690224768,-46.70465084892092
4836,-23.744095464587904,-46.71045166318309
4837,-23.742322224392662,-46.70476952546309
4840,-23.755564844018693,-46.682765544405335
4841,-23.73842479961335,-46.689274458855095
4842,-23.744550009160392,-46.68553849538808
4843,-23.742815133778624,-46.69509635899897
4844,-23.751612586733216,-46.70258286371697
4845,-23.750082770603264,-46.694735764125035
4846,-23.755138973628046,-46.6814205614007
4847,-23.75487134012019,-46.69716223071151
4848,-23.735277932555256,-46.679239087079466
4849,-23.743185978071452,-46.66672816763806
4850,-23.750982309048418,-46.678867884399004
4851,-23.75249495337296,-46.66718025
4852,-23.761365854470515,-46.6725236739463
4853,-23.770589905806933,-46.67693119758985
4854,-23.772253306682487,-46.6906571471697
4855,-23.765971228420486,-46.684847665764494
4856,-23.77255875590049,-46.694941738974634
4857,-23.7836170269202,-46.68390147737895
4858,-23.77213195781635,-46.71397453719197
4859,-23.766371727999346,-46.704363983207344
4860,-23.762949805356286,-46.71424099083906
4862,-23.761768101722538,-46.69939959769749
4863,-23.762093487720307,-46.70835644171619
4864,-23.76908468803739,-46.72165015628691
4865,-23.784639580068127,-46.71206849125741
4866,-23.790249,-46.722174191534336
4867,-23.600988393012635,-46.739175636717036
4870,-23.752412077990652,-46.75526504252841
4872,-23.78971395534368,-46.63954935967452
4875,-23.822952506520867,-46.68576630718214
4877,-23.87824164416898,-46.642806869492055
4880,-23.79392113055156,-46.73716900916093
4881,-23.786086997778305,-46.72743524999999
4882,-23.808783734283725,-46.76460754507144
4883,-23.811270516792643,-46.7375025756247
4884,-23.82115989286744,-46.70616237523807
4886,-23.83466195635672,-46.75797448479168
4888,-23.8278053186277,-46.73660158575228
4890,-23.82896458438162,-46.72479522884946
4891,-23.840502572569157,-46.735925025060894
4892,-23.849297838464675,-46.71449867669721
4893,-23.87984193461687,-46.73161918804371
4894,-23.86713039494492,-46.75438807354724
4895,-23.859884771398747,-46.710730936821236
4896,-23.85352574856289,-46.70673370760001
4897,-23.869283681269245,-46.67636165561091
4898,-23.68352696863639,-46.69424833902704
4902,-23.6702006433949,-46.7333937573306
4904,-23.673348849010363,-46.73815576617229
4905,-23.675377293455696,-46.74879733190458
4906,-23.67555010851753,-46.75526493949448
4909,-23.67860231164113,-46.73612764030052
4910,-23.68489776266172,-46.73795003722064
4911,-23.680082216616704,-46.74221039194819
4912,-23.68232818432879,-46.744925752149584
4913,-23.67764472176377,-46.74076273584741
4914,-23.67665463558197,-46.74473983236194
4915,-23.681769622167465,-46.74779314765709
4916,-23.684572419787642,-46.75002079206108
4917,-23.687318259445505,-46.74703338377863
4918,-23.69056136496629,-46.74476519816495
4919,-23.692427077990644,-46.76232096003805
4920,-23.691781796642886,-46.75776560033515
4921,-23.69451583301893,-46.7520095903399
4922,-23.689002904162685,-46.737642251212186
4923,-23.70514317707313,-46.74813644685207
4925,-23.706296308904182,-46.74536251442673
4926,-23.70259538779725,-46.741261209201326
4928,-23.70697998689567,-46.73291505005601
4929,-23.700138272080963,-46.765706128368606
4930,-23.680101887039054,-46.75249523910784
4931,-23.68025598723239,-46.75533886962604
4932,-23.67985377948814,-46.76042339384939
4933,-23.682424427125028,-46.76479066687345
4935,-23.68435221315426,-46.76710978025275
4937,-23.685943306408348,-46.76084159443707
4938,-23.690105348221046,-46.76239544095158
4939,-23.69046487898898,-46.77038819302906
4940,-23.688148306134224,-46.76600249999999
4941,-23.701088979264284,-46.776165644082354
4942,-23.697707898695825,-46.77629974078128
4943,-23.704923604218365,-46.789295537191975
4944,-23.71138536358131,-46.77680425260443
4945,-23.716265842699904,-46.779741816504696
4947,-23.720162343326205,-46.75862490966008
4948,-23.70288935568095,-46.78275271694661
4949,-23.71895102109181,-46.76919732722604
4950,-23.723717303055437,-46.763656797463774
4951,-23.727891593946588,-46.758095281743365
4952,-23.720805244273127,-46.75269891512405
4953,-23.722324381210683,-46.75496650145709
4955,-23.762182976686475,-46.68431269025911
4960,-23.72904848681403,-46.78932661296093
4961,-23.7367709686364,-46.79201380460501
4962,-23.73681728027389,-46.7822025
4963,-23.749132050665143,-46.77768
4965,-23.73768458840666,-46.7785405392805
4966,-23.72743145550823,-46.78282942461436
5001,-23.530748386058114,-46.665777414940216
5002,-23.52935846169716,-46.67335068741703
5003,-23.527835381903177,-46.676171398291785
5004,-23.532860441023693,-46.66665820552254
5005,-23.532945564386317,-46.67122653830283
5006,-23.53514280030584,-46.66744623925207
5007,-23.534708773241405,-46.67212173723239
5008,-23.534111410208357,-46.67574738273989
5009,-23.53547290341335,-46.67651274735993
5010,-23.53541048528481,-46.67934826082005
5011,-23.53480153872119,-46.68307796655892
5012,-23.539001322782646,-46.679177249999995
5013,-23.53719996058631,-46.66777864224706
5014,-23.535725348187967,-46.66877894538065
5015,-23.535378806278445,-46.67067326270981
5016,-23.537953581741565,-46.676746268105504
5017,-23.53711828600254,-46.67951739648086
5018,-23.53472022508515,-46.68053649402738
5019,-23.53489499125743,-46.6824793493566
5020,-23.535606572854764,-46.68472720344507
5021,-23.533093897022383,-46.68496714377629
5022,-23.53647224656702,-46.68943730505156
5023,-23.533286233005327,-46.687133428732224
5024,-23.52979656425642,-46.68540712254022
5025,-23.53378003358529,-46.68881551901435
5026,-23.530569359974628,-46.68942736678396
5027,-23.531530411045072,-46.69211066166544
5028,-23.538250300978163,-46.693512379753585
5029,-23.54161974305167,-46.6941546481378
5030,-23.54267275659299,-46.69165148889148
5033,-23.52290416763806,-46.6847631566738
5034,-23.51189879156327,-46.682527756592975
5035,-23.509745515161256,-46.71949864970519
5036,-23.515121163397616,-46.6920205402504
5037,-23.51359147293557,-46.68911443585125
5038,-23.51277269538809,-46.69933681540053
5040,-23.51304478201674,-46.708210710684256
5041,-23.523895623925213,-46.69355152553521
5042,-23.52499848542905,-46.68879094463037
5043,-23.525522748542897,-46.69081351442672
5044,-23.529933,-46.69441048557327
5045,-23.529223286833325,-46.696666198929556
5046,-23.534606379425455,-46.697725545318036
5047,-23.525828958090486,-46.69987654551619
5048,-23.5312944253419,-46.69737025813905
5049,-23.52831718040568,-46.70058841081742
5050,-23.522897863574148,-46.70296156549717
5051,-23.52713237607479,-46.696482
5052,-23.534084958559667,-46.70088217208146
5053,-23.53714491257428,-46.69940001193089
5054,-23.538458147931227,-46.70349956924807
5055,-23.532649548848752,-46.70311969879806
5056,-23.53225114432454,-46.70519127047144
5057,-23.53179206858425,-46.70718056924807
5058,-23.531134683319863,-46.70859232764441
5059,-23.532949204830043,-46.71185022300767
5060,-23.52734756924808,-46.70749703834674
5061,-23.540340462988322,-46.70333121201503
5065,-23.518941705522536,-46.696111121135374
5068,-23.516662316287373,-46.702130676433555
5069,-23.515247051344552,-46.7056901241993
5072,-23.520051615988063,-46.702848986814026
5073,-23.5236113119626,-46.705936002221705
5074,-23.519905732442737,-46.70568894525075
5075,-23.522959707744235,-46.708420054677134
5076,-23.52230105084266,-46.7103514804192
5077,-23.52231654626747,-46.716370737757856
5078,-23.52215859825993,-46.717015161442276
5079,-23.52576722592187,-46.712376020543545
5080,-23.527362288762085,-46.71456329895392
5081,-23.530086,-46.71402235861829
5082,-23.52960791421108,-46.71763625111085
5083,-23.532766679987308,-46.71703375152319
5084,-23.529757075768945,-46.72205144073524
5085,-23.52696469582767,-46.72793527006743
5086,-23.52434325535224,-46.72868832219244
5087,-23.524397749035572,-46.72388633228983
5088,-23.522398983625713,-46.72364097688357
5089,-23.521075957123863,-46.72639755467712
5092,-23.51461967277396,-46.71545531729608
5093,-23.51568992905235,-46.72076924302413
5094,-23.51134774001813,-46.718954982827924
5095,-23.51244145268046,-46.717852112268446
5101,-23.50554239217496,-46.72792414377629
5102,-23.51806908243405,-46.75078278267647
5103,-23.51451056744474,-46.75321933826244
5104,-23.51387238995325,-46.756450477501645
5105,-23.512198677635716,-46.75713960317963
5106,-23.5101232872641,-46.73693215702003
5107,-23.519198224438007,-46.75081863596655
5108,-23.5091525291419,-46.75830543102605
5109,-23.50430048626577,-46.76017319761669
5110,-23.488653185671463,-46.74912000305842
5112,-23.507492716413573,-46.740654138504965
5113,-23.50431148870654,-46.74871162243042
5114,-23.508042888842397,-46.75053408068849
5115,-23.510272704411683,-46.750542011310515
5116,-23.513426999999997,-46.74672354149116
5117,-23.513547210956297,-46.74387279433323
5118,-23.5159515,-46.74546317457728
5119,-23.495705379335227,-46.73539465549082
5120,-23.51171862447346,-46.73188350000001
5121,-23.507644473498154,-46.730193289543585
5122,-23.503718105747573,-46.73464020843673
5123,-23.505353948092832,-46.73740608451152
5124,-23.50398193450282,-46.7360167322985
5125,-23.50315228434991,-46.739315852849884
5126,-23.50194772122327,-46.741152929085914
5127,-23.497635007213358,-46.73860298473655
5128,-23.49216932445609,-46.74028835046745
5131,-23.49928452178431,-46.74389213543775
5132,-23.5055134118818,-46.7445415500895
5133,-23.491849557591323,-46.744600472366805
5134,-23.48743560782504,-46.74470188343238
5135,-23.49451801082004,-46.748310433521866
5136,-23.501101600250138,-46.748662957398
5138,-23.485253731057767,-46.73411899985577
5139,-23.48918498167814,-46.73164590889549
5140,-23.489899024842735,-46.727202224464776
5141,-23.49167328408913,-46.72993866749384
5142,-23.493841438802,-46.72708695586877
5143,-23.49578950916093,-46.72331765837636
5144,-23.49979812392521,-46.722537325004346
5145,-23.499284946289492,-46.72508249978367
5154,-23.49342731903174,-46.749429681920546
5157,-23.485619716389493,-46.76354020740731
5158,-23.490051039832046,-46.75869169747245
5159,-23.48794648043739,-46.75216196197128
5160,-23.482335740492815,-46.75994279156328
5161,-23.48534217599285,-46.75604655723389
5162,-23.47712268665241,-46.75770922737961
5163,-23.481130431314504,-46.76468243137229
5164,-23.47416525950717,-46.757006774770616
5165,-23.481798490839072,-46.75298226318597
5170,-23.48345347960067,-46.74812785567545
5171,-23.476720610046748,-46.74961071572221
5172,-23.48115767277396,-46.74317889286744
5173,-23.479454807937564,-46.74198429482371
5174,-23.47483179378497,-46.742167948381294
5175,-23.475571323619363,-46.73846305536961
5176,-23.468281729981246,-46.74766593228113
5177,-23.46982336219633,-46.751084578611014
5180,-23.45877839217496,-46.74972405161871
5181,-23.455598291144913,-46.74431828608442
5182,-23.450434910352584,-46.746354609902525
5183,-23.452004179294818,-46.75244679369597
5184,-23.44280896641469,-46.75883897100233
5185,-23.44199696502972,-46.74769478711986
5186,-23.43436481848348,-46.75043925
5187,-23.445098475993984,-46.75019230307579
